ACCT_GUID,EFF_DT,CIFDB_ACCT_ID,ACCT_BAL_AMT,ACCT_STATUS_RSN_TXT,PAYMT_MIN_DUE_AMT,PAST_DUE_1_30_AMT,PAST_DUE_31_60_AMT,PAST_DUE_61_90_AMT,PAST_DUE_91_120_AMT,PAST_DUE_121_150_AMT,PAST_DUE_151_180_AMT,PAST_DUE_181_210_AMT,PAST_DUE_211_240_AMT,PAST_DUE_241_270_AMT,PAST_DUE_271_300_AMT,PAST_DUE_301_330_AMT,PAST_DUE_331_360_AMT,PAST_DUE_361_UP_AMT,CHARGEOFF_DT,CR_LMT_AMT,CR_LMT_AVLB_AMT,TOT_PAST_DUE_AMT,LAST_PAST_DUE_CYCL_AMT,PAST_DUE_CYCL_LTD_CNT,ACTL_DAYS_PAST_DUE_CNT,CNSCTV_DAYS_PAST_DUE_CNT,MOST_RCNT_PAST_DUE_DT,PAST_DUE_ACCT_STATUS_CD,COLL_ENRLM_STATUS_CD,PAST_DUE_CYCL_TXT,CLNT_PRDCT_CD
034e683f-b41f-41cf-817a-d9f7666a961a,2025-03-20,4367630,13851.98,Positive child mother.,750.3,290.47,1873.38,896.66,1052.75,1944.11,1454.14,980.95,1333.22,708.91,1634.21,175.55,350.97,1827.21,2025-01-20,90721.81,70391.47,14522.53,2985.04,9,5,12,2025-04-05 10:15:41,tb,CENRL068,Protect knowledge its less page different.,PRDCT03
d8c7deb6-bb01-4b09-9d69-d681cdc7b288,2025-03-10,4806616,79821.44,Half head remember prepare Democrat.,841.46,1188.94,112.87,793.31,850.89,185.23,1341.54,829.78,1113.55,1293.21,1022.34,493.13,825.72,31.42,,150476.29,105297.55,10081.93,2482.02,1,2,16,2025-05-21 18:13:28,mq,CENRL917,Feel meet explain maintain for trip.,PRDCT63
25ad4828-cf6b-4daa-ae37-561d53090593,2025-03-24,5829193,52191.11,Family site change interest condition fast though.,525.54,688.07,1183.04,1546.42,557.95,1705.19,903.87,1544.76,1246.38,1694.0,139.74,597.97,610.0,59.32,,65117.38,51707.61,12476.71,2883.9,10,25,2,2025-05-09 09:49:00,xa,CENRL040,Poor blue question science increase wife.,PRDCT58
4833a514-fc9e-48b5-8b03-64337aa0f715,2025-04-23,4043025,76028.33,Region hit them.,1121.24,1314.09,1795.71,1318.99,831.55,1656.9,1190.27,815.85,609.11,872.06,73.22,1578.62,1591.08,227.23,,61804.49,26568.81,13874.68,4884.3,11,24,11,2025-04-04 21:08:54,HH,CENRL910,Standard gas skill.,PRDCT77
9aa9d8d4-c2d1-4d6d-8867-f086d55a0f66,2025-05-25,1933116,5553.01,High become result age cell everyone job note.,4266.11,1964.91,1441.83,1221.69,280.08,1123.03,585.28,801.39,1258.1,1550.57,103.06,1076.5,1201.47,1396.11,,116156.72,88450.21,14004.02,1353.79,6,12,16,2025-04-20 14:06:35,ab,CENRL361,Age task TV cell.,PRDCT70
29ebdd61-f6ad-4fb1-bf94-79531d5be162,2025-04-23,7586628,26117.04,Drop themselves over American else.,3703.47,1175.14,935.43,794.93,992.23,151.0,864.6,506.64,730.67,130.95,1919.62,1755.54,842.87,1404.88,,104650.46,92761.42,12204.5,230.84,3,21,10,2025-05-15 23:14:53,dI,CENRL628,Can fight couple send.,PRDCT94
bfde1e31-e934-492b-8252-ca1b5e508a88,2025-03-29,6542985,66955.04,Western business thank information.,2636.46,406.11,1451.47,1461.09,885.56,1379.67,1235.27,494.02,68.11,884.37,1336.64,94.36,823.67,1076.22,,88686.02,5078.71,11596.56,2936.41,2,3,9,2025-05-19 16:04:27,LT,CENRL337,Treat yourself force company discuss lot.,PRDCT96
a86593e2-fd05-4774-a99e-bbfd17eb50a0,2025-04-03,2327570,64658.77,Hot bit continue mention if this.,3844.87,1909.08,609.82,1638.61,1196.97,784.59,83.73,1965.16,230.86,1802.17,648.88,330.4,1012.26,987.01,,27832.4,9561.94,13199.54,4358.58,2,14,20,2025-05-20 08:52:43,jP,CENRL369,Manage method left represent.,PRDCT34
a334c0d3-0016-4e79-a887-08af52439a92,2025-05-11,3403181,33078.9,Drug far finally call case strong.,729.42,1108.48,240.98,1698.67,1489.52,21.13,589.8,1201.56,1713.04,639.17,1788.74,421.63,1308.56,1222.26,,189200.8,187348.08,13443.54,1356.84,8,22,10,2025-04-29 13:46:29,xe,CENRL801,Major describe increase maybe.,PRDCT16
d62aa282-aaf4-4855-bb18-50deba9f1ba6,2025-05-04,5959292,18326.77,Bed call win look fine.,2767.26,620.32,1328.34,937.62,265.75,1194.55,1530.7,1146.68,444.69,298.99,1878.56,22.35,668.51,471.64,2025-05-13,199141.64,28859.88,10808.7,2267.3,0,16,5,2025-05-16 17:56:00,cc,CENRL810,Almost company anyone.,PRDCT25
a8358141-b9a8-49d6-9751-d764c5b10f85,2025-03-09,6224474,54173.06,Go issue prevent certainly.,3932.23,653.19,1467.03,675.97,1755.09,604.94,1381.11,1724.21,1533.68,1688.8,985.21,585.88,1070.77,1531.57,,199935.35,66585.25,15657.45,4300.46,8,17,12,2025-04-30 09:52:29,JP,CENRL304,Act whether meet situation enjoy.,PRDCT19
5d125cbc-5487-4289-9db5-7d9dcd332eca,2025-03-04,1400330,81099.48,Drug decision near deep reveal laugh.,3945.83,1402.82,538.64,24.19,341.44,766.78,729.92,933.08,588.24,627.02,1453.33,1872.14,1987.21,833.28,,38753.59,954.53,12098.09,4640.98,3,6,6,2025-05-17 01:43:28,PS,CENRL987,Account career rise.,PRDCT93
14591aaa-e0d8-40e3-a298-ac4f814d53a0,2025-05-19,4255019,99763.95,Behavior west case attention.,3641.85,1057.27,1428.86,516.87,55.24,50.3,942.68,822.23,541.14,1324.4,827.99,768.26,320.39,640.44,,115342.51,105617.98,9296.07,3524.24,6,19,6,2025-04-02 04:28:35,MW,CENRL806,Fear learn there difference.,PRDCT90
26991fb5-feb6-48e1-95ac-58d9aac8aae7,2025-05-10,5536737,16394.91,Idea speech baby write.,4168.89,1639.53,843.42,1778.45,456.21,845.34,8.46,1321.3,1808.13,767.34,1430.46,1673.68,1022.99,1650.14,,145671.14,124379.31,15245.45,4059.7,12,29,27,2025-04-14 18:24:32,ir,CENRL689,Expect arm term.,PRDCT41
76798236-4fa3-48ab-b194-ed4bd0c532a4,2025-03-07,1424640,18516.13,Visit make challenge church care face low.,4685.52,130.5,111.48,588.43,1216.99,607.97,1100.98,287.3,133.24,862.6,1342.36,660.1,1069.05,494.3,,175294.64,163471.57,8605.3,703.38,4,14,9,2025-05-24 22:28:33,oF,CENRL142,Any material movement enough.,PRDCT60
503b91d6-e2fa-4236-b7af-8128fd7d148b,2025-04-25,2364527,42141.7,Whatever tell brother executive.,3684.05,969.74,716.51,897.35,1557.69,1354.55,1338.74,610.58,385.57,555.35,632.17,1235.9,1006.67,978.71,,199834.57,153563.93,12239.53,778.89,0,1,27,2025-04-12 20:42:08,aX,CENRL942,Something policy lawyer education.,PRDCT66
821f68f4-73b6-4277-9e4c-e3f980da19a7,2025-04-22,8587924,33506.22,Total then carry mean past light without social.,2660.96,1248.75,1692.71,1027.71,1848.53,90.28,1242.35,498.42,1715.34,504.31,1844.58,267.63,1383.32,628.74,,130076.54,77011.02,13992.67,744.01,11,7,28,2025-05-04 22:19:08,Wz,CENRL810,Class force surface gun level.,PRDCT32
dce0bcf9-3618-438d-9d1c-1de704b8e775,2025-03-19,5617262,61463.81,Until like listen building show.,1168.5,98.7,1725.3,1005.01,794.42,1933.21,1644.27,836.39,265.8,1401.71,1291.13,1454.5,801.31,927.7,,35483.75,13746.79,14179.45,3217.83,8,23,30,2025-05-26 02:52:02,PX,CENRL577,Writer husband tax.,PRDCT53
507c0bd1-f459-49b5-b79b-677d71919da5,2025-05-26,5112365,37455.32,So lose need event appear keep gun man.,2701.19,1399.25,1165.63,1653.53,559.99,943.7,738.77,616.25,388.69,688.69,1896.23,1412.61,1527.66,275.52,,46737.0,30879.78,13266.52,1573.98,10,5,21,2025-04-18 03:41:15,He,CENRL301,Him walk answer another hit.,PRDCT25
8545dee8-5f05-4ec4-b5ab-0c577ab15679,2025-04-03,2660544,78759.79,Space individual page possible if.,2425.66,205.33,1507.17,1831.09,1293.66,1251.23,941.78,229.4,659.48,1535.47,1603.58,1525.38,1940.04,1787.47,,95580.24,40245.91,16311.08,1326.28,0,28,24,2025-05-11 10:44:34,Xy,CENRL498,Action skin provide water.,PRDCT82
3693d582-7aeb-40e7-98b3-f4c7e89c2387,2025-03-08,8700563,68688.48,Force meeting special trouble successful.,2379.51,1153.31,361.46,317.53,788.14,144.5,50.92,536.9,401.99,469.37,1939.28,0.75,121.14,919.55,,148430.56,43201.82,7204.84,116.75,0,2,0,2025-04-11 14:41:21,JX,CENRL191,Professor explain family risk late.,PRDCT49
fa74aabd-427f-44eb-b58b-88cf94aa89b8,2025-03-03,8145838,84463.83,Idea something entire nature.,2950.43,230.93,1447.33,405.68,1639.71,1636.09,835.56,1517.11,1662.56,1840.87,773.37,199.75,1320.29,853.46,,169852.76,78833.43,14362.71,3388.73,5,3,12,2025-04-24 01:29:45,uC,CENRL319,Industry source whether part company oil.,PRDCT28
ff101cda-d9fe-4f03-bab7-a5753ee99ba3,2025-04-14,9041191,63350.42,Stage force current learn.,2738.91,1624.24,7.54,1972.8,1425.26,1368.61,917.32,1609.13,1157.22,138.26,1313.35,1198.25,657.79,1916.22,,85233.28,31525.8,15305.99,2775.39,7,16,22,2025-04-21 11:10:24,gc,CENRL655,Already example specific.,PRDCT94
e172621a-6ab1-455b-a068-31970bd1aa1f,2025-05-06,1032202,42456.59,Prevent speak baby.,4755.7,1634.39,663.76,44.38,544.54,944.81,536.25,226.04,439.36,672.5,233.3,345.43,1385.55,1484.95,,17980.73,1938.33,9155.26,4012.77,5,13,22,2025-04-24 05:28:33,SA,CENRL725,Interest view south.,PRDCT31
d0c79cf3-9f8f-437a-91d3-265c66774f87,2025-04-26,7535322,85610.22,Argue stuff resource.,3895.45,1811.89,1995.55,1538.01,199.75,1931.02,412.4,60.14,269.98,1137.68,1541.98,227.24,1078.44,458.58,,135674.51,56250.62,12662.66,2929.28,9,15,17,2025-05-21 19:21:22,tf,CENRL860,East consumer tonight.,PRDCT36
b83e2691-4df6-493b-91b5-f53f158e6b18,2025-03-04,9396605,7327.53,Understand top answer boy southern.,1075.72,70.09,1303.03,666.9,1958.98,1500.66,1906.47,417.68,180.83,25.16,297.21,314.75,767.88,1778.85,,190673.85,77986.01,11188.49,3713.48,6,3,21,2025-05-13 16:21:58,gH,CENRL933,Teach response cut.,PRDCT44
716f4dec-6c99-447d-8116-893e026e83ed,2025-03-14,5980118,38194.4,Take heart outside then ten.,4573.04,419.18,345.33,95.33,451.78,1132.82,931.77,1432.55,652.26,54.76,1063.85,346.08,631.09,1842.88,,98750.71,24681.35,9399.68,1059.22,11,0,8,2025-04-30 22:08:48,rC,CENRL131,Choose put result.,PRDCT28
ea089b92-c928-422a-b682-6728c7c54eb8,2025-04-14,2894709,85859.04,Her resource opportunity early single.,1171.45,148.63,1096.56,759.61,45.01,1746.81,169.04,1710.7,962.76,1051.36,1182.47,369.6,1685.33,784.55,,151328.8,138599.6,11712.43,2983.08,9,2,14,2025-04-13 13:03:50,Tk,CENRL001,Human assume interesting.,PRDCT90
cc30fb07-565c-462c-92a9-2c7e8643ba52,2025-05-29,5644847,5279.23,Remember camera suddenly trial.,2258.7,834.55,1556.18,955.16,1831.46,1835.64,1144.34,136.83,685.55,918.25,1564.88,30.23,1437.22,1031.4,,176331.47,138613.28,13961.69,4270.02,5,11,17,2025-05-13 22:37:49,wl,CENRL050,Usually to none.,PRDCT94
6fd53961-c157-4068-b004-8c845aa05a2d,2025-05-27,5905611,92318.88,Item north read bring.,1885.18,1698.6,69.97,137.79,1075.19,1938.91,1734.64,1012.1,157.73,669.33,1409.07,1255.32,1187.94,1.11,,171728.44,143002.52,12347.7,728.38,1,25,20,2025-05-25 18:55:20,ep,CENRL668,Southern no structure.,PRDCT06
6ccb9bf5-7771-40b9-a8e4-f2e6685629ae,2025-03-24,2674527,75073.93,Author resource wear but.,2261.17,1471.1,1580.06,1646.0,899.44,914.44,1950.74,266.88,859.87,1100.84,680.56,1402.29,384.68,1558.09,,176137.75,155925.46,14714.99,4406.66,1,29,13,2025-04-22 06:35:53,wa,CENRL757,Them rule natural enough.,PRDCT64
13f9a75d-9826-4610-a885-353274dbb5b8,2025-03-09,6985639,34407.5,Attorney which human hold respond hot commercial surface.,3844.2,0.62,583.24,1606.03,253.41,469.3,1110.42,1761.88,1799.34,1473.85,1379.95,1244.63,1254.77,1367.68,,131498.7,18993.14,14305.12,4690.11,3,24,17,2025-04-26 01:43:35,Kj,CENRL105,Environment heart fish group control somebody.,PRDCT09
eb9101bc-5b5e-4c6a-8b0e-00f146a28268,2025-03-03,2325940,48645.56,Let kind risk song age little.,115.51,420.14,1048.63,531.31,714.01,444.67,120.72,1829.17,96.39,568.58,541.22,1928.43,1512.08,1877.85,,190096.65,38528.02,11633.2,1321.48,5,5,30,2025-04-10 21:01:37,HH,CENRL844,Record both near discuss chair.,PRDCT86
576f7109-391e-497f-a246-5da73135d3b5,2025-03-23,5094565,5890.53,Town house guy treatment owner.,529.77,1246.95,836.54,446.39,1841.92,118.58,166.13,981.91,1114.64,189.24,1981.81,965.32,376.66,251.62,2025-04-14,101559.68,86173.9,10517.71,492.89,4,2,21,2025-05-31 09:55:53,tF,CENRL931,Arrive experience same.,PRDCT47
1efbf840-228b-4868-af31-dacf7b07abbb,2025-03-13,1206795,15806.54,Learn situation off administration.,3041.11,342.44,649.31,945.72,1293.6,434.97,1477.47,199.93,416.11,1461.16,908.0,556.17,249.07,109.73,,82035.89,25019.76,9043.68,77.43,6,22,24,2025-05-21 02:07:40,Qt,CENRL901,Choose answer world myself plan.,PRDCT00
d9c32ce7-f262-44e4-9199-09c711e1bfb2,2025-03-03,5246111,12378.2,Instead read explain yourself need Mrs.,1270.25,639.95,127.59,594.68,1294.24,1715.93,1276.68,526.76,926.38,631.79,1296.49,1261.37,1835.23,812.58,,195738.49,109697.65,12939.67,634.94,10,6,26,2025-05-20 14:23:58,DI,CENRL472,Military state medical newspaper.,PRDCT28
67818f2a-35a0-47f5-8754-409f78781cde,2025-05-26,7878558,84350.24,Model particularly when outside out contain maybe meet.,4185.35,1977.56,1561.14,918.13,405.59,1398.1,1805.17,1949.08,1144.45,480.15,1176.71,1590.47,194.61,108.43,2025-01-07,172885.64,73900.98,14709.59,2997.67,7,21,1,2025-04-13 17:47:26,kU,CENRL246,Somebody establish use into style modern.,PRDCT81
0c0126ca-a5ee-42a5-83fa-fa04597a1f69,2025-05-11,6607234,37087.43,Reveal write majority note.,1802.92,1477.23,417.81,160.36,290.92,1552.53,1451.81,1156.64,1757.47,1562.52,557.76,1227.66,158.74,903.5,,105521.27,104760.6,12674.95,1910.46,11,27,1,2025-05-30 22:46:17,Gz,CENRL518,Play nearly magazine letter military.,PRDCT34
4a936f93-8c17-4402-95a9-a2befa49f116,2025-05-10,8963500,66783.65,Ask share now might.,448.44,1889.58,1208.78,1868.35,1359.14,194.22,1255.65,1609.3,1052.59,281.75,1781.73,520.81,582.94,1386.18,,107853.14,46941.55,14991.02,4497.72,12,25,9,2025-04-21 06:57:27,MW,CENRL432,Hundred reveal others key pass.,PRDCT04
efe1c359-813f-4227-b7b8-78b1c2301689,2025-05-25,7434755,65267.35,Grow certain serious make.,4048.63,1289.92,306.04,1884.34,369.15,1120.66,125.47,1369.49,1967.17,1574.14,1784.72,827.34,529.29,975.98,,140244.55,117597.42,14123.71,358.94,11,29,26,2025-04-19 07:16:21,YS,CENRL758,Whom onto main improve too stop.,PRDCT42
eb68ad5f-c0e5-439f-b447-bb1f9d9e2101,2025-05-25,1590947,65863.51,Else reduce beyond stage.,794.78,437.73,1482.08,1450.76,360.89,999.55,11.34,1571.41,1173.34,862.64,482.52,897.09,1187.36,21.28,,85833.97,81367.76,10937.99,3599.88,4,21,11,2025-05-01 20:43:22,oW,CENRL349,Either college drug especially case.,PRDCT29
2df82df6-14b0-4061-a19e-1ee1e70f050a,2025-03-16,3241837,83080.95,Skin enough civil environmental surface close.,4617.04,877.39,1848.0,217.29,1776.46,1178.28,1087.3,1593.7,1513.23,140.73,1606.57,1309.09,1507.34,1010.27,,56057.76,24587.14,15665.65,3696.16,8,19,2,2025-04-22 06:37:46,Fd,CENRL945,Reality machine today general instead say.,PRDCT54
d82d2468-c424-45a8-9d9c-02c233387e96,2025-05-24,4158482,92111.28,Art ball movie its so effort politics.,262.76,1821.85,1673.44,383.39,1820.5,1680.33,940.8,421.87,1891.18,856.89,1629.27,638.45,1192.25,212.67,,145383.58,73761.33,15162.89,4585.36,11,18,4,2025-05-07 04:24:00,VF,CENRL126,Whole thank require likely key truth.,PRDCT44
706b3b81-6590-4989-842d-79bdc4955e1a,2025-04-17,6554446,5143.65,Compare interest along speech factor any.,592.62,334.78,1881.75,1871.6,1826.15,33.17,1427.88,1260.24,309.11,186.65,1400.11,1881.75,645.33,908.31,,42603.8,28786.08,13966.83,3949.82,8,12,5,2025-04-14 15:54:27,EE,CENRL657,Example since police may cause.,PRDCT61
c081b08f-2ccf-48a3-ace3-b8c74a102a1f,2025-03-08,7701303,99463.09,Through Democrat federal leader policy.,2893.77,1966.66,1571.91,341.74,979.47,518.06,551.06,1016.24,1054.54,1252.09,1031.17,1189.64,674.16,986.36,,103928.42,1140.25,13133.1,3397.81,4,18,16,2025-05-30 19:00:40,pp,CENRL234,Alone use during above.,PRDCT26
6747ec71-3f8d-47f1-af5b-5c8d907064a2,2025-04-07,7250935,11885.96,Water well long yard result.,1393.11,1475.35,1992.89,454.86,1295.27,438.59,320.63,804.71,1935.36,39.71,1418.74,301.52,1246.09,1874.63,,101994.96,16047.28,13598.35,1585.72,9,17,5,2025-05-03 09:15:24,uY,CENRL177,Picture color former attention deal.,PRDCT81
19f278a4-eb66-4f2b-a031-7ae088802f83,2025-03-05,4538271,44952.48,Yes power attack every.,67.1,1158.04,1742.63,1944.14,157.02,1813.66,971.11,1404.7,1910.52,1304.18,333.56,715.93,423.99,946.12,,154634.75,112083.95,14825.6,517.8,11,29,6,2025-04-21 21:31:14,IN,CENRL750,Difference case strong upon.,PRDCT14
769fef18-a6eb-49e0-afb0-ae4f7ba8c655,2025-05-30,3359712,48772.23,Theory instead contain write.,3905.99,68.98,231.64,927.75,1469.66,1216.37,1129.29,468.81,879.61,206.89,490.06,1001.04,567.98,1050.74,,91807.71,49405.02,9708.82,1045.28,11,25,30,2025-04-22 16:34:59,qI,CENRL382,Consider just national page.,PRDCT63
52090547-6e30-4c7e-9c7a-d5c4b7fe2edc,2025-04-25,7783826,75896.88,Difficult majority middle piece.,3539.37,1062.3,1208.49,1589.99,1579.28,629.42,1498.71,849.09,1414.86,1777.14,1570.65,1789.57,1771.28,1021.86,,159597.34,98503.23,17762.64,4334.8,11,29,14,2025-04-26 16:54:41,mf,CENRL414,East help we today.,PRDCT17
32143e59-cfc4-4296-926d-05248c41b718,2025-04-29,8174487,62442.7,Other court few year task.,2924.55,1314.04,1638.19,700.89,1008.96,912.57,867.65,592.82,1574.3,1253.86,1319.64,1675.0,208.27,731.74,2025-03-20,161134.01,58814.71,13797.93,2894.68,12,4,6,2025-04-10 10:33:15,di,CENRL140,Common police vote dark south.,PRDCT32
a11c7258-f462-4e0a-921a-998672bab14e,2025-05-19,7347796,15649.82,Agency seem off middle lawyer laugh gun cold.,4198.45,1550.3,391.49,1969.03,1913.33,508.78,1476.73,736.12,1305.89,776.05,95.31,767.68,889.58,1698.73,,192513.11,51093.14,14079.02,825.37,4,14,18,2025-05-16 04:51:50,Js,CENRL143,Entire help give ball attack above.,PRDCT07
ee54acfe-0fd7-40b1-92a7-7948cddab50c,2025-05-27,8860735,41175.65,With usually out your almost wall.,1359.75,1570.66,1916.46,1534.63,566.44,1150.56,611.96,524.72,1333.91,49.22,458.06,1888.3,1540.18,977.57,,25683.29,2913.64,14122.67,2494.36,7,7,18,2025-05-20 16:10:37,ST,CENRL833,Information then book much must.,PRDCT28
084fc1c5-6fff-4cab-b1e8-6b137923a61b,2025-04-03,6026595,98597.49,Education see reduce others affect memory responsibility.,2615.13,1601.17,946.59,1128.96,1067.99,1771.69,1941.86,817.58,448.28,979.91,910.98,112.42,6.25,1281.51,,66358.66,7570.82,13015.19,1681.53,3,28,16,2025-04-29 01:12:54,Nf,CENRL435,Run within yes.,PRDCT67
0fced0bb-5a11-4ce8-8501-60499fd5ace3,2025-04-16,6797340,57222.5,Recent test discussion ahead step.,3330.63,299.08,1837.9,1403.65,643.65,264.29,284.72,1974.05,1032.06,1689.39,59.73,1796.5,564.45,264.88,2025-05-16,43986.73,26046.14,12114.35,2118.97,10,5,28,2025-04-05 14:32:29,hD,CENRL126,Nor kitchen listen.,PRDCT46
7ebecb80-e4b0-4573-9a76-4e1d6889c119,2025-03-22,7325533,40358.38,Mouth main wear happen loss appear.,798.85,602.73,1767.09,1786.71,921.15,1929.64,709.41,1991.4,667.53,96.37,595.33,1579.87,362.49,1688.77,,159568.09,80335.35,14698.49,4555.6,6,8,25,2025-05-31 17:30:13,Mn,CENRL344,Entire seat campaign reach hair because.,PRDCT93
325177fe-d5d5-482d-b384-ec27d7223e08,2025-04-29,6357833,22593.6,Better clearly begin budget.,306.2,270.77,1034.09,637.54,582.57,470.79,532.5,578.9,948.7,108.76,1886.24,1564.15,609.81,1726.04,,129250.16,96627.6,10950.86,4744.97,9,11,1,2025-04-13 18:07:17,tZ,CENRL451,Ten ground past air.,PRDCT13
00889006-7bd3-46eb-ada5-e8c4a4dd28eb,2025-03-13,3185575,72311.79,Upon him human bit.,3432.38,885.42,683.1,1340.45,397.25,783.56,820.88,1876.48,1792.84,1015.97,619.99,488.64,375.23,962.66,,130615.27,54299.67,12042.47,273.93,9,24,0,2025-05-18 11:41:20,BU,CENRL969,Worry under population management right treat.,PRDCT63
eab51401-9eb4-43ba-9aa7-ce7524c12554,2025-04-05,7885771,92071.21,Benefit series worry western court design view sing.,240.37,675.57,523.02,1154.73,1052.04,295.99,1894.99,702.66,1341.72,249.68,766.17,1353.02,520.97,1375.15,,86373.93,85013.03,11905.71,1949.87,4,21,8,2025-05-20 21:16:18,WN,CENRL244,South audience street your practice.,PRDCT90
2afe4068-ac5c-4ad3-9f5e-f49df4b216e7,2025-05-02,5232215,55701.23,Wide miss along relationship wish western.,168.79,1205.26,1129.16,446.76,1661.61,686.2,753.66,11.18,180.76,644.84,844.15,1934.65,394.0,298.15,,150406.38,23209.77,10190.38,892.64,9,7,20,2025-04-15 15:44:14,Pe,CENRL911,Check return budget.,PRDCT08
587b568c-3d4c-43a4-aa1b-bdcbda1d2006,2025-03-25,3813448,66804.53,This gas fact class.,3320.67,883.66,845.07,1675.31,598.56,12.27,1952.34,1935.03,298.7,1067.41,273.75,818.64,1066.51,195.74,,100480.92,85324.03,11622.99,666.04,6,13,7,2025-04-30 00:45:26,yI,CENRL865,Environment so fear.,PRDCT36
fdcf981e-61ef-4948-a614-ae9337708ec1,2025-05-19,2043011,62338.75,Pattern tough leg reality.,2003.54,425.38,1331.66,863.4,1500.55,1254.65,55.6,1541.72,83.2,1888.97,1225.2,568.31,1284.03,380.01,,14721.77,3725.75,12402.68,3763.8,7,1,4,2025-05-16 22:37:35,PC,CENRL146,Senior choice protect young level add.,PRDCT25
77948e79-192e-4647-8bb0-5a94592b6f2f,2025-04-11,1880236,15193.02,Anything quickly so blood training.,2352.83,1603.09,1387.93,1920.39,1296.32,1015.53,1798.87,1968.79,916.34,1445.95,245.27,1267.25,1768.81,1317.53,,39639.6,22022.73,17952.07,1228.61,11,28,26,2025-04-16 02:56:16,IP,CENRL007,Organization approach kitchen shake summer.,PRDCT08
8dfa1b05-1966-4ff3-819e-95b6fc824b6c,2025-03-30,8332208,69202.68,Need order listen them hot.,3268.71,1928.06,1302.03,1281.5,27.56,1304.48,744.05,911.52,1495.22,110.32,855.01,1451.05,95.84,1005.71,,115125.91,72571.47,12512.35,2048.73,0,30,13,2025-04-02 13:14:03,Zv,CENRL454,Eye power lay size over.,PRDCT40
cab7cf46-4dd9-435a-98df-6d7ba7e89c6f,2025-04-15,5550528,85217.89,Involve baby might.,2906.8,421.47,1944.94,1495.26,684.76,131.26,699.85,1205.58,1111.11,952.52,694.24,964.53,742.48,598.58,,60463.7,39767.35,11646.58,4156.24,8,0,0,2025-05-02 11:37:43,iq,CENRL504,Quality someone myself situation.,PRDCT93
f63265db-6857-482c-8cf2-c7c14a56080a,2025-03-07,1212411,27221.05,Son everyone half good.,2925.68,518.63,1284.86,70.08,955.76,1704.11,661.89,1313.23,1587.65,553.48,219.98,94.35,228.86,1067.85,2025-04-02,72313.93,37564.99,10260.73,1167.47,10,19,3,2025-04-19 19:51:00,JR,CENRL432,Soon night player live late.,PRDCT83
eb298d78-57c3-4818-94af-24f2782d9348,2025-05-18,5321331,15958.12,Should size range summer almost few organization.,1169.4,452.78,1050.21,1823.88,264.2,1664.58,1693.63,1532.3,898.83,1085.64,1183.19,1591.31,1661.6,1798.85,,126998.96,76877.09,16701.0,3051.81,8,11,28,2025-04-25 23:32:26,QP,CENRL505,Hundred left adult must building high.,PRDCT39
5c7cd0c6-862e-4140-b0f8-a132f959da09,2025-05-19,4377423,47976.2,Offer base still out.,1729.25,1889.01,1810.93,1377.16,1580.45,898.22,1624.45,1620.94,1204.75,453.42,357.66,1576.25,1538.79,922.75,,39763.77,33907.11,16854.78,3633.76,1,14,5,2025-04-30 00:07:05,Ve,CENRL112,Church certainly finish husband foot any.,PRDCT26
c81dd1db-6990-4961-b1fe-0142fc30eef7,2025-05-03,5976433,17971.54,Ten officer ask later early.,4584.89,1327.92,1150.77,1718.34,1501.77,1930.38,1857.66,1345.84,1466.84,1169.16,1158.77,548.23,1570.09,553.93,,129928.69,117102.73,17299.7,1951.39,8,13,20,2025-04-16 00:03:30,gG,CENRL642,Century year soon.,PRDCT81
7cae6ee2-792a-41b9-b6af-53a60b82a96c,2025-03-09,3370253,21468.5,Chance important better although food artist base.,222.54,529.78,1898.16,1026.22,1217.54,555.63,1029.48,1525.17,1066.45,328.94,51.15,761.57,363.85,601.79,2025-04-23,156879.51,35764.17,10955.73,2322.2,10,5,13,2025-05-28 11:33:09,wS,CENRL045,Such sometimes leader plan.,PRDCT64
d7620ad7-3e70-4faa-aa30-682c856261bd,2025-04-02,1114780,87992.91,Old capital may enough nation.,1923.26,740.22,1304.14,723.49,1303.2,907.26,469.51,858.84,306.37,936.59,760.31,1886.46,1512.39,817.22,,57794.23,46702.83,12526.0,3752.02,9,29,16,2025-05-10 21:27:31,wp,CENRL441,Walk home feel.,PRDCT29
34075dae-da02-4084-96cd-f7aa819331dc,2025-03-14,5084680,85536.12,Exist expert culture add doctor national majority.,1335.55,566.71,968.75,933.61,443.02,1196.81,1557.52,1694.57,427.79,1242.37,1248.08,810.93,639.69,373.14,,167059.02,28064.33,12102.99,3689.11,8,15,11,2025-05-03 15:45:44,wg,CENRL910,Now shoulder describe give black.,PRDCT80
a9663d0f-e3ba-41f8-93b7-9436221c43d8,2025-04-10,2029963,66649.76,Senior another product court short hair.,1247.19,209.03,1520.72,728.86,1280.22,1975.82,190.65,38.45,636.18,1683.32,1615.64,775.96,511.53,818.92,,154495.4,144922.93,11985.3,3933.1,10,3,26,2025-04-14 00:54:20,Lv,CENRL086,Mind Mrs push create.,PRDCT20
e431bfb7-81bb-47e0-8c40-9fac88d9e17d,2025-05-19,4193192,16770.62,Ahead ago poor.,1722.54,1299.49,466.42,1493.04,117.96,1667.27,711.05,766.32,1180.93,705.62,488.74,953.11,373.36,1474.92,,173425.22,81608.5,11698.23,2743.21,11,25,10,2025-04-17 07:52:14,pW,CENRL724,Style this group by player suffer.,PRDCT57
